battle_number,First_pokemon,Second_pokemon,Winner
1661,290,601,1
1662,658,82,1
1663,661,283,1
1664,778,619,0
1665,155,378,0
1666,703,619,0
1667,488,687,1
1668,27,325,0
1669,681,646,1
1670,701,137,0
1671,143,42,1
1672,218,238,0
1673,314,673,0
1674,271,229,0
1675,193,210,0
1676,303,261,1
1677,246,592,0
1678,570,24,1
1679,463,4,1
1680,335,743,0
1681,405,232,1
1682,349,659,0
1683,71,16,0
1684,800,369,0
1685,312,478,1
1686,62,470,0
1687,760,150,0
1688,323,9,1
1689,792,126,0
1690,779,636,1
1691,203,672,1
1692,630,552,1
1693,568,462,0
1694,319,475,1
1695,107,773,1
1696,424,92,0
1697,421,58,0
1698,148,615,0
1699,239,338,1
1700,125,600,0
1701,265,784,0
1702,517,397,1
1703,672,768,1
1704,621,453,1
1705,568,726,1
1706,119,505,1
1707,358,707,1
1708,542,516,0
1709,87,356,0
1710,742,150,0
1711,397,311,0
1712,517,680,0
1713,228,43,0
1714,581,98,0
1715,289,549,1
1716,402,59,1
1717,722,746,1
1718,20,668,0
1719,288,540,1
1720,455,688,0
1721,242,739,0
1722,349,207,0
1723,694,136,0
1724,88,526,1
1725,543,682,1
1726,768,663,1
1727,291,242,1
1728,577,745,1
1729,378,28,1
1730,51,623,1
1731,666,102,1
1732,622,29,0
1733,221,366,1
1734,444,62,0
1735,577,742,1
1736,638,423,1
1737,69,508,1
1738,297,29,1
1739,565,311,0
1740,324,416,1
1741,764,503,1
1742,505,328,1
1743,590,256,0
1744,214,766,1
1745,720,642,0
1746,430,148,0
1747,81,267,1
1748,442,560,1
1749,710,202,0
1750,113,18,1
1751,627,613,1
1752,396,390,0
1753,36,445,0
1754,785,386,0
1755,31,6,0
1756,457,337,1
1757,457,54,1
1758,754,29,1
1759,435,503,1
1760,760,273,1
1761,368,253,0
1762,709,507,0
1763,131,343,0
1764,432,70,0
1765,437,229,0
1766,20,623,0
1767,336,434,0
1768,457,77,1
1769,703,250,0
1770,346,474,1
1771,570,135,0
1772,186,544,1
1773,108,99,0
1774,377,522,1
1775,512,557,1
1776,440,588,1
1777,24,799,0
1778,759,490,1
1779,756,727,1
1780,383,509,0
1781,257,447,0
1782,402,50,1
1783,330,665,0
1784,418,416,0
1785,131,221,0
1786,523,418,1
1787,367,256,0
1788,533,660,0
1789,163,524,0
1790,557,13,0
1791,161,34,0
1792,334,339,1
1793,695,759,1
1794,131,692,0
1795,796,234,1
1796,750,452,0
1797,71,749,1
1798,791,448,1
1799,525,796,0
1800,625,134,1
1801,105,473,1
1802,476,766,1
1803,315,16,1
1804,332,318,0
1805,381,150,0
1806,22,517,0
1807,398,561,0
1808,464,9,1
1809,617,75,1
1810,672,315,0
1811,123,680,0
1812,299,623,1
1813,767,37,1
1814,795,635,1
1815,699,534,0
1816,347,465,1
1817,346,658,1
1818,430,513,1
1819,189,366,1
1820,572,150,0
1821,588,234,1
1822,683,165,1
1823,40,672,0
1824,86,334,1
1825,737,480,0
1826,659,716,1
1827,159,377,0
1828,616,680,0
1829,766,234,1
1830,31,296,0
1831,691,442,1
1832,374,111,1
1833,645,722,1
1834,19,330,0
1835,444,168,0
1836,255,765,0
1837,190,411,1
1838,167,467,1
1839,638,736,1
1840,30,133,1
1841,345,797,1
1842,56,116,0
1843,121,397,1
1844,554,638,0
1845,755,54,0
1846,42,492,0
1847,503,706,1
1848,141,498,1
1849,428,662,0
1850,139,387,1
1851,557,4,0
1852,178,45,0
1853,194,28,1
1854,461,208,0
1855,352,522,1
1856,501,342,0
1857,730,338,1
1858,403,99,1
1859,534,19,0
1860,486,246,1
1861,632,44,1
1862,159,490,1
1863,288,633,1
1864,751,393,1
1865,691,226,0
1866,426,427,1
1867,488,83,1
1868,446,731,1
1869,41,75,1
1870,581,122,0
1871,346,269,1
1872,176,145,1
1873,454,469,1
1874,220,11,1
1875,474,433,0
1876,323,604,1
1877,362,41,0
1878,410,188,1
1879,193,225,0
1880,496,768,1
1881,517,303,1
1882,564,585,1
1883,386,632,1
1884,686,421,1
1885,576,20,1
1886,772,401,0
1887,361,24,1
1888,667,369,1
1889,1,153,1
1890,367,577,0
1891,361,686,0
1892,16,448,0
1893,377,339,1
1894,195,719,0
1895,269,716,1
1896,732,607,0
1897,287,699,1
1898,519,13,0
1899,36,404,0
1900,57,371,0
1901,6,460,0
1902,40,674,1
1903,366,23,1
1904,501,372,1
1905,96,205,0
1906,491,196,1
1907,520,184,1
1908,68,257,1
1909,730,141,1
1910,156,590,1
1911,649,589,1
1912,219,438,1
1913,93,41,0
1914,314,411,0
1915,472,483,0
1916,185,394,1
1917,738,627,0
1918,146,359,0
1919,81,612,1
1920,308,703,1
1921,643,565,0
1922,481,614,0
1923,13,153,1
1924,364,723,1
1925,250,673,0
1926,373,678,0
1927,306,38,0
1928,188,191,1
1929,746,516,1
1930,517,316,1
1931,443,204,1
1932,524,492,0
1933,432,610,0
1934,224,463,1
1935,335,206,1
1936,788,348,1
1937,529,4,0
1938,523,407,0
1939,526,643,1
1940,453,76,0
1941,212,29,0
1942,511,205,1
1943,335,300,1
1944,224,111,1
1945,485,201,1
1946,151,498,1
1947,735,220,0
1948,341,405,0
1949,692,123,0
1950,31,151,0
1951,335,406,1
1952,539,55,1
1953,773,744,0
1954,723,142,1
1955,344,465,1
1956,387,709,1
1957,346,201,0
1958,773,779,0
1959,599,480,0
1960,506,203,1
1961,469,393,0
1962,339,685,1
1963,41,317,1
1964,139,787,1
1965,455,168,1
1966,720,306,1
1967,362,523,0
1968,40,649,1
1969,57,404,0
1970,73,774,1
1971,248,574,1
1972,589,49,0
1973,58,680,1
1974,482,471,0
1975,400,88,0
1976,399,497,1
1977,593,682,1
1978,690,262,0
1979,64,583,1
1980,488,211,1
1981,109,676,1
1982,165,139,0
1983,250,72,1
1984,176,317,1
1985,243,426,1
1986,34,572,1
1987,534,79,0
1988,212,92,0
1989,260,534,1
1990,139,465,0
1991,405,338,1
1992,262,559,1
1993,161,771,1
1994,694,359,0
1995,430,543,0
1996,631,147,1
1997,587,315,0
1998,531,280,0
1999,62,755,0
2000,104,741,0
2001,304,779,0
2002,83,353,0
2003,341,567,0
2004,310,647,1
2005,132,76,1
2006,313,451,0
2007,203,162,1
2008,361,446,1
2009,759,109,1
2010,628,356,0
2011,269,494,1
2012,379,201,0
2013,60,270,1
2014,561,659,1
2015,378,323,0
2016,21,461,0
2017,731,494,0
2018,769,259,1
2019,494,384,0
2020,194,719,1
2021,690,68,0
2022,197,149,0
2023,559,704,1
2024,298,113,0
2025,477,619,0
2026,695,483,1
2027,534,487,0
2028,652,575,0
2029,640,165,1
2030,153,229,0
2031,484,123,0
2032,800,731,1
2033,45,149,1
2034,185,366,1
2035,474,510,0
2036,53,97,1
2037,282,124,1
2038,615,166,1
2039,369,679,1
2040,176,406,1
2041,476,422,0
2042,231,703,1
2043,367,746,0
2044,763,291,1
2045,535,239,0
2046,23,167,0
2047,464,131,1
2048,106,153,1
2049,798,726,1
2050,53,557,0
2051,447,52,1
2052,545,268,0
2053,469,662,0
2054,473,695,0
2055,671,796,0
2056,540,182,0
2057,157,774,0
2058,142,79,0
2059,308,580,1
2060,40,475,1
2061,736,29,0
2062,797,44,0
2063,41,470,0
2064,147,372,0
2065,297,316,1
2066,713,279,0
2067,635,394,1
2068,684,9,1
2069,345,116,1
2070,529,753,0
2071,724,639,0
2072,253,153,1
2073,467,287,0
2074,237,735,1
2075,174,262,0
2076,785,780,0
2077,25,5,0
2078,461,132,0
2079,520,395,0
2080,722,780,0
2081,596,561,0
2082,461,319,1
2083,424,660,1
2084,60,520,1
2085,690,653,0
2086,47,307,1
2087,664,223,1
2088,457,437,1
2089,540,445,0
2090,564,713,1
2091,552,517,0
2092,186,678,0
2093,372,165,1
2094,299,467,1
2095,26,659,0
2096,658,506,0
2097,628,225,0
2098,295,628,1
2099,228,778,0
2100,210,577,1
2101,193,308,0
2102,624,622,1
2103,50,512,0
2104,594,626,0
2105,683,194,0
2106,642,740,1
2107,194,687,1
2108,375,53,0
2109,613,293,0
2110,795,515,0
2111,391,195,0
2112,485,680,1
2113,220,619,1
2114,748,272,0
2115,694,319,0
2116,625,519,1
2117,493,747,1
2118,779,344,1
2119,371,63,1
2120,412,43,1
2121,330,583,1
2122,494,86,0
2123,533,559,0
2124,332,353,0
2125,193,135,1
2126,133,579,0
2127,745,542,0
2128,490,460,0
2129,553,660,0
2130,328,789,1
2131,678,334,1
2132,583,476,0
2133,549,707,0
2134,255,625,1
2135,513,540,0
2136,792,255,0
2137,92,364,0
2138,513,290,0
2139,254,58,1
2140,49,307,1
2141,608,47,0
2142,313,512,0
2143,191,234,1
2144,628,201,0
2145,104,118,0
2146,81,771,1
2147,580,567,0
2148,729,552,1
2149,383,328,1
2150,584,285,1
2151,323,185,1
2152,388,100,1
2153,103,654,0
2154,413,347,0
2155,286,344,1
2156,266,247,1
2157,24,308,0
2158,289,105,1
2159,174,482,0
2160,101,401,0
2161,139,797,1
2162,26,259,0
2163,738,546,1
2164,232,523,0
2165,31,750,1
2166,319,82,0
2167,366,177,1
2168,601,29,1
2169,223,591,0
2170,553,346,0
2171,18,789,0
2172,372,72,1
2173,672,765,1
2174,651,617,0
2175,67,370,0
2176,52,190,0
2177,783,37,1
2178,586,444,1
2179,113,166,1
2180,201,257,1
2181,48,742,0
2182,348,243,0
2183,357,448,1
2184,510,58,1
2185,211,317,1
2186,639,240,1
2187,289,148,1
2188,697,148,0
2189,615,153,1
2190,239,206,1
2191,539,109,1
2192,116,470,0
2193,787,685,0
2194,211,404,1
2195,248,273,0
2196,355,602,1
2197,193,472,1
2198,669,147,1
2199,465,604,0
2200,326,550,1
2201,251,192,1
2202,424,461,0
2203,379,685,1
2204,367,549,1
2205,610,382,0
2206,498,119,0
2207,52,544,1
2208,561,550,1
2209,794,31,0
2210,565,692,1
2211,139,755,0
2212,180,338,1
2213,258,262,0
2214,399,714,1
2215,591,486,0
2216,557,378,0
2217,541,742,0
2218,538,5,0
2219,155,212,0
2220,113,262,1
2221,737,59,1
2222,37,679,1
2223,231,581,1
2224,739,541,1
2225,240,500,0
2226,275,147,1
2227,194,427,1
2228,513,627,0
2229,701,719,0
2230,691,134,1
2231,253,558,0
2232,512,727,0
2233,87,397,1
2234,554,143,0
2235,622,54,0
2236,64,403,0
2237,19,603,1
2238,305,603,1
2239,152,686,1
2240,341,194,0
2241,459,665,1
2242,456,766,1
2243,547,795,1
2244,331,715,1
2245,331,245,1
2246,414,301,1
2247,701,467,1
2248,205,576,0
2249,699,705,1
2250,356,576,1
2251,243,196,1
2252,184,115,0
2253,255,103,1
2254,669,392,1
2255,158,780,0
2256,460,403,1
2257,564,284,1
2258,146,196,0
2259,673,679,1
2260,59,714,0
2261,176,155,1
2262,437,181,1
2263,110,253,0
2264,640,324,1
2265,429,530,0
2266,445,569,1
2267,740,648,1
2268,553,208,0
2269,585,512,1
2270,387,245,1
2271,746,374,0
2272,564,610,1
2273,448,567,0
2274,582,84,1
2275,212,74,0
2276,711,543,0
2277,221,796,1
2278,70,637,0
2279,547,114,0
2280,59,548,0
2281,716,208,0
2282,238,763,1
2283,314,160,0
2284,726,14,0
2285,450,63,1
2286,428,734,0
2287,663,578,0
2288,432,225,1
2289,600,105,0
2290,478,302,0
2291,397,793,1
2292,430,228,0
2293,517,485,0
2294,432,418,0
2295,177,258,0
2296,212,169,0
2297,237,800,1
2298,562,134,1
2299,340,254,0
2300,26,430,1
2301,134,639,0
2302,373,780,0
2303,264,364,0
2304,17,572,1
2305,638,585,0
2306,751,203,0
2307,540,257,0
2308,653,134,1
2309,669,99,1
2310,172,214,0
2311,378,420,1
2312,199,376,1
2313,504,605,0
2314,617,135,1
2315,313,138,1
2316,79,212,1
2317,249,684,0
2318,641,288,1
2319,303,638,1
2320,492,553,1
2321,694,543,0
2322,430,131,0
2323,247,791,0
2324,744,401,1
2325,565,170,0
2326,328,393,1
2327,791,139,1
2328,310,641,0
2329,256,85,1
2330,582,388,0
2331,79,103,1
2332,235,767,1
2333,742,162,1
2334,769,2,1
2335,477,743,0
2336,724,552,1
2337,312,501,1
2338,296,378,0
2339,746,337,1
2340,29,495,1
2341,67,532,1
2342,55,431,1
2343,607,737,1
2344,593,221,1
2345,474,716,1
2346,792,370,0
2347,149,461,0
2348,338,774,0
2349,113,282,1
2350,114,531,1
2351,224,63,1
2352,735,243,0
2353,733,439,1
2354,397,735,1
2355,87,333,1
2356,584,697,1
2357,277,560,1
2358,646,510,0
2359,627,563,1
2360,225,470,1
2361,734,446,1
2362,473,650,0
2363,642,124,1
2364,51,240,1
2365,186,39,0
2366,399,599,1
2367,708,104,1
2368,574,1,0
2369,720,425,1
2370,82,333,1
2371,336,449,0
2372,582,751,1
2373,575,679,1
2374,223,211,0
2375,345,280,1
2376,524,23,1
2377,136,23,1
2378,496,689,0
2379,271,773,1
2380,766,184,1
2381,214,281,0
2382,243,616,1
2383,573,100,1
2384,575,170,1
2385,299,600,1
2386,437,53,0
2387,140,554,1
2388,306,704,1
2389,251,306,1
2390,346,704,1
2391,445,104,1
2392,120,603,1
2393,153,30,1
2394,497,409,1
2395,540,515,0
2396,760,790,0
2397,248,546,0
2398,118,305,1
2399,458,666,1
2400,462,718,1
2401,767,491,0
2402,427,264,0
2403,96,315,1
2404,21,449,0
2405,559,6,1
2406,70,757,1
2407,409,206,0
2408,495,154,1
2409,49,544,1
2410,74,59,1
2411,584,780,1
2412,52,611,1
2413,540,380,0
2414,391,238,0
2415,126,266,0
2416,14,175,1
2417,340,692,0
2418,711,212,1
2419,482,603,1
2420,64,485,0
2421,746,393,1
2422,754,551,1
2423,694,277,0
2424,450,680,1
2425,188,541,1
2426,705,35,0
2427,737,168,0
2428,457,486,1
2429,138,703,1
2430,180,663,1
2431,634,317,1
2432,337,714,1
2433,434,472,1
2434,483,470,0
2435,147,158,0
2436,344,527,0
2437,473,341,1
2438,186,182,0
2439,531,22,0
2440,648,282,0
2441,797,480,0
2442,521,516,1
2443,519,358,0
2444,730,107,0
2445,23,25,0
2446,87,270,1
2447,789,200,1
2448,193,261,1
2449,778,25,0
2450,96,57,1
2451,691,396,0
2452,50,482,1
2453,340,558,0
2454,203,597,0
2455,369,602,0
2456,592,746,1
2457,135,317,1
2458,569,681,0
2459,558,259,1
2460,253,91,1
2461,634,657,0
2462,7,240,0
2463,220,63,1
2464,696,250,1
2465,97,80,1
2466,380,746,0
2467,343,308,0
2468,403,214,1
2469,70,542,0
2470,199,491,0
2471,96,147,1
2472,461,718,1
2473,379,209,1
2474,582,564,0
2475,233,123,0
2476,121,485,0
2477,745,435,0
2478,587,550,1
2479,597,662,0
2480,427,188,1
2481,720,243,0
2482,755,245,1
2483,428,692,0
2484,418,763,0
2485,579,154,1
2486,515,186,1
2487,99,32,1
2488,167,307,1
2489,729,428,1
2490,118,226,0
2491,438,59,1
2492,405,336,1
2493,566,401,1
2494,229,798,1
2495,799,91,0
2496,93,797,1
2497,132,185,0
2498,85,195,0
2499,241,153,1
2500,72,688,1
2501,258,98,0
2502,577,780,1
2503,29,471,0
2504,225,451,1
2505,226,471,1
2506,55,259,1
2507,146,668,0
2508,318,347,1
2509,472,661,0
2510,546,224,0
2511,676,665,0
2512,381,272,1
2513,102,192,0
2514,765,463,1
2515,302,228,1
2516,778,373,0
2517,60,18,0
2518,102,493,0
2519,692,383,1
2520,110,388,1
2521,30,241,0
2522,272,774,0
2523,22,700,1
2524,83,582,1
2525,6,224,0
2526,784,177,1
2527,136,308,0
2528,10,630,1
2529,755,574,1
2530,463,636,0
2531,190,244,1
2532,619,654,0
2533,80,295,0
2534,38,485,1
2535,286,309,0
2536,700,230,0
2537,764,712,1
2538,457,318,0
2539,411,482,1
2540,279,14,0
2541,193,347,0
2542,781,225,0
2543,109,223,1
2544,450,110,1
2545,774,118,0
2546,351,587,1
2547,706,492,0
2548,72,229,1
2549,696,31,1
2550,536,304,0
2551,15,774,1
2552,310,407,1
2553,554,436,0
2554,270,364,0
2555,399,548,1
2556,538,413,0
2557,566,47,1
2558,534,197,0
2559,84,604,0
2560,573,575,1
2561,26,259,0
2562,227,420,0
2563,548,614,1
2564,80,598,0
2565,500,696,1
2566,88,512,1
2567,284,365,1
2568,273,215,0
2569,53,590,1
2570,130,209,1
2571,278,327,1
2572,441,361,1
2573,794,412,0
2574,297,215,1
2575,27,717,1
2576,739,373,1
2577,401,312,0
2578,55,457,1
2579,22,615,0
2580,208,688,1
2581,678,584,0
2582,364,515,0
2583,614,32,1
2584,418,559,0
2585,699,424,0
2586,112,583,1
2587,264,794,0
2588,231,97,1
2589,542,238,0
2590,447,528,1
2591,58,165,1
2592,314,417,0
2593,588,43,0
2594,623,101,0
2595,379,732,1
2596,260,70,1
2597,692,446,0
2598,140,27,0
2599,67,168,0
2600,164,531,1
2601,785,617,0
2602,378,465,1
2603,105,450,1
2604,415,758,1
2605,16,692,1
2606,644,184,1
2607,626,663,1
2608,565,775,0
2609,510,296,1
2610,359,546,1
2611,383,629,1
2612,465,204,0
2613,423,585,0
2614,174,690,1
2615,374,149,1
2616,420,433,0
2617,589,485,0
2618,700,617,0
2619,8,443,0
2620,162,437,1
2621,704,266,0
2622,673,431,1
2623,45,460,1
2624,590,168,0
2625,301,39,0
2626,299,643,1
2627,120,674,1
2628,349,409,1
2629,175,228,1
2630,647,760,0
2631,518,127,0
2632,670,223,1
2633,179,56,1
2634,96,591,1
2635,627,663,0
2636,568,95,0
2637,37,698,0
2638,106,408,0
2639,334,644,0
2640,125,741,0
2641,467,477,1
2642,415,623,1
2643,783,498,0
2644,470,5,1
2645,329,246,1
2646,279,262,0
2647,729,176,0
2648,75,104,0
2649,237,96,1
2650,566,7,1
2651,91,117,0
2652,204,275,1
2653,471,19,1
2654,38,384,1
2655,404,348,1
2656,628,661,0
2657,274,401,0
2658,217,32,1
2659,341,474,0
2660,505,285,0
2661,272,280,1
2662,695,154,1
2663,726,558,0
2664,624,185,1
2665,26,93,1
2666,781,753,0
2667,644,386,1
2668,309,601,0
2669,496,762,0
2670,312,503,1
2671,418,409,0
2672,297,210,0
2673,734,441,1
2674,40,715,1
2675,7,328,0
2676,263,58,0
2677,372,426,1
2678,74,393,1
2679,64,425,1
2680,62,127,1
2681,259,99,0
2682,57,626,1
2683,198,50,0
2684,580,464,0
2685,504,499,1
2686,666,91,1
2687,112,737,1
2688,386,494,1
2689,753,588,1
2690,89,110,1
2691,338,465,1
2692,777,726,1
2693,462,628,1
2694,20,50,0
2695,202,326,1
2696,162,23,1
2697,149,133,1
2698,349,251,0
2699,768,39,0
2700,521,738,0
2701,353,213,1
2702,297,255,1
2703,333,340,1
2704,450,119,1
2705,470,351,1
2706,594,634,0
2707,451,2,0
2708,6,299,1
2709,13,642,0
2710,603,742,0
2711,570,258,0
2712,121,631,0
2713,438,358,0
2714,242,685,1
2715,331,82,1
2716,306,563,0
2717,223,665,0
2718,548,480,1
2719,339,217,0
2720,742,505,1
2721,336,733,0
2722,212,586,1
2723,53,599,1
2724,257,96,0
2725,397,110,1
2726,505,794,1
2727,118,735,1
2728,41,80,1
2729,314,132,0
2730,532,130,1
2731,295,272,1
2732,453,366,0
2733,289,767,1
2734,437,791,0
2735,411,92,1
2736,570,114,0
2737,781,373,1
2738,163,566,0
2739,685,24,1
2740,133,567,0
2741,83,452,1
2742,573,568,1
2743,257,111,0
2744,435,186,1
2745,359,18,0
2746,786,671,0
2747,332,449,1
2748,53,687,1
2749,169,240,0
2750,785,796,0
2751,550,199,0
2752,365,362,1
2753,553,718,0
2754,601,393,1
2755,430,684,1
2756,156,13,1
2757,221,467,1
2758,446,644,0
2759,47,81,0
2760,416,527,1
2761,762,785,1
2762,571,225,1
2763,180,569,1
2764,697,464,0
2765,368,7,1
2766,554,37,0
2767,366,410,1
2768,597,725,1
2769,389,411,1
2770,540,390,0
2771,359,383,1
2772,785,81,0
2773,232,26,1
2774,644,25,1
2775,117,744,1
2776,150,28,1
2777,571,537,1
2778,615,706,1
2779,516,736,0
2780,230,458,0
2781,292,201,1
2782,190,384,1
2783,583,730,0
2784,683,347,1
2785,344,562,0
2786,49,249,1
2787,795,234,1
2788,673,515,0
2789,190,755,1
2790,639,45,1
2791,208,333,1
2792,273,39,0
2793,177,744,0
2794,544,192,0
2795,11,80,1
2796,280,24,1
2797,355,625,1
2798,264,693,0
2799,238,310,1
2800,391,667,0
2801,596,682,1
2802,559,85,1
2803,37,248,1
2804,89,657,1
2805,608,98,0
2806,107,155,1
2807,299,254,1
2808,355,525,1
2809,645,474,1
2810,331,619,1
2811,226,423,1
2812,746,400,0
2813,134,286,0
2814,31,427,1
2815,16,411,0
2816,602,364,1
2817,367,458,0
2818,715,385,0
2819,200,45,0
2820,490,752,0
2821,574,489,0
2822,383,359,0
2823,428,353,0
2824,380,404,0
2825,272,698,0
2826,37,601,0
2827,701,301,1
2828,754,334,1
2829,553,633,0
2830,348,450,0
2831,502,485,1
2832,673,493,1
2833,8,243,0
2834,567,463,1
2835,564,352,1
2836,611,248,0
2837,619,388,1
2838,707,637,0
2839,38,388,1
2840,340,114,1
2841,560,406,1
2842,232,579,0
2843,62,500,0
2844,194,577,0
2845,124,512,0
2846,500,147,0
2847,329,173,0
2848,151,678,0
2849,633,576,0
2850,226,52,0
2851,629,631,0
2852,73,141,1
2853,402,396,1
2854,252,373,1
2855,702,733,0
2856,683,207,0
2857,764,748,1
2858,76,376,1
2859,208,769,1
2860,281,64,1
2861,580,637,0
2862,686,659,0
2863,264,16,0
2864,291,648,1
2865,463,627,1
2866,501,485,0
2867,99,486,0
2868,24,186,0
2869,410,267,0
2870,125,218,0
2871,558,521,1
2872,383,184,1
2873,200,2,1
2874,671,611,1
2875,567,526,1
2876,561,646,1
2877,204,323,0
2878,219,554,1
2879,417,604,1
2880,695,712,1
2881,719,257,1
2882,736,155,1
2883,699,314,1
2884,639,627,1
2885,43,291,1
2886,37,100,1
2887,297,372,1
2888,159,617,0
2889,175,635,1
2890,267,502,1
2891,542,349,0
2892,24,735,0
2893,429,69,0
2894,674,791,0
2895,255,779,1
2896,331,303,1
2897,426,370,0
2898,130,748,1
2899,261,101,1
2900,626,155,1
2901,375,299,1
2902,600,503,1
2903,211,221,1
2904,625,646,1
2905,401,261,1
2906,603,230,0
2907,221,722,1
2908,455,757,0
2909,36,317,1
2910,484,109,1
2911,547,358,0
2912,302,19,0
2913,327,65,1
2914,390,644,1
2915,7,293,0
2916,602,223,1
2917,390,137,1
2918,548,780,0
2919,128,262,0
2920,251,539,1
2921,150,385,1
2922,413,335,0
2923,354,227,1
2924,729,425,1
2925,776,245,1
2926,559,609,0
2927,248,168,0
2928,201,586,0
2929,744,261,1
2930,506,695,0
2931,178,750,0
2932,736,159,1
2933,361,362,1
2934,524,159,0
2935,531,277,1
2936,154,248,0
2937,711,499,1
2938,94,138,1
2939,708,308,0
2940,375,508,1
2941,68,592,0
2942,438,169,0
2943,398,617,0
2944,291,538,1
2945,462,446,1
2946,264,76,0
2947,649,299,0
2948,734,133,1
2949,54,150,0
2950,580,228,1
2951,438,472,1
2952,660,177,1
2953,793,715,1
2954,387,534,1
2955,411,154,1
2956,604,544,1
2957,414,32,1
2958,268,744,0
2959,21,364,0
2960,340,671,0
2961,226,180,0
2962,381,779,0
2963,463,308,0
2964,459,157,1
2965,379,42,1
2966,369,581,1
2967,576,600,0
2968,745,88,0
2969,363,73,1
2970,280,455,0
2971,759,85,1
2972,300,111,0
2973,392,261,1
2974,658,353,1
2975,512,292,0
2976,601,372,1
2977,540,538,0
2978,101,546,0
2979,527,201,0
2980,704,442,0
2981,426,793,1
2982,721,712,1
2983,687,305,0
2984,744,91,1
2985,321,409,1
2986,162,625,0
2987,109,158,1
2988,275,373,0
2989,63,671,1
2990,234,199,0
2991,510,637,1
2992,587,762,0
2993,442,440,0
2994,522,237,0
2995,490,594,0
2996,397,194,0
2997,172,131,1
2998,214,648,1
2999,621,450,1
3000,279,193,1
3001,186,528,1
3002,98,333,1
3003,518,113,1
3004,447,416,1
3005,558,227,1
3006,339,264,0
3007,59,725,0
3008,679,461,0
3009,298,557,1
3010,436,353,0
3011,281,57,1
3012,302,660,1
3013,142,743,0
3014,528,793,0
3015,299,80,1
3016,74,417,1
3017,722,92,1
3018,560,502,1
3019,705,134,0
3020,794,208,0
3021,773,481,1
3022,798,243,1
3023,311,752,1
3024,314,604,0
3025,353,284,1
3026,595,707,1
3027,149,623,1
3028,686,509,0
3029,175,36,0
3030,195,756,1
3031,290,2,1
3032,608,26,0
3033,16,56,1
3034,284,117,0
3035,734,237,0
3036,149,252,1
3037,202,204,1
3038,290,288,1
3039,529,775,1
3040,475,405,0
3041,131,212,0
3042,286,460,0
3043,458,553,1
3044,354,133,1
3045,49,700,1
3046,174,694,1
3047,6,548,1
3048,121,338,0
3049,736,367,1
3050,147,394,0
3051,762,370,1
3052,589,348,0
3053,7,799,0
3054,492,258,1
3055,636,307,1
3056,710,366,0
3057,199,1,1
3058,519,368,1
3059,402,633,1
3060,191,757,1
3061,80,251,0
3062,737,262,0
3063,590,216,0
3064,680,459,1
3065,23,433,0
3066,390,332,1
3067,365,681,1
3068,281,252,1
3069,495,454,0
3070,784,790,0
3071,518,612,1
3072,67,44,1
3073,279,368,1
3074,623,407,0
3075,484,459,0
3076,221,476,1
3077,425,94,0
3078,113,329,1
3079,772,761,0
3080,325,114,0
3081,137,85,1
3082,574,761,0
3083,29,307,1
3084,204,481,1
3085,180,256,0
3086,103,653,1
3087,123,539,1
3088,684,534,0
3089,666,516,1
3090,192,482,0
3091,239,589,1
3092,25,586,1
3093,54,358,1
3094,544,668,0
3095,492,611,1
3096,216,625,0
3097,471,178,1
3098,179,765,1
3099,647,277,0
3100,611,352,0
3101,314,309,0
3102,686,41,0
3103,456,223,1
3104,626,266,1
3105,233,705,1
3106,258,715,1
3107,185,316,1
3108,376,586,0
3109,366,675,0
3110,682,323,0
3111,545,439,0
3112,401,342,1
3113,58,332,1
3114,315,244,1
3115,756,304,0
3116,698,510,0
3117,122,390,1
3118,667,11,1
3119,393,636,0
3120,582,773,1
3121,483,71,1
3122,584,757,1
3123,247,653,0
3124,165,784,0
3125,147,793,0
